code_alea,alea,code_municipalite,municipalite,precision_localisation,info_compl_localisation,severite,date_signalement,date_debut,date_debut_imprecise,commentaire_date_debut,date_fin,coord_x,coord_y
"101",Mouvement de terrain,"36033",Shawinigan,Très précise,,Gravité inconnue,2021-01-04,2020-12-31,Non,,2021-03-12,-72.750692,46.561765
"101",Mouvement de terrain,"36033",Shawinigan,Très précise,,Menace faible ou non-existante à la vie ou la propriété,2021-10-24,,,,2021-12-29,-72.755617,46.526988
"101",Mouvement de terrain,"36033",Shawinigan,Très précise,,Menace faible ou non-existante à la vie ou la propriété,2021-05-25,,Oui,,2021-06-18,-72.787219,46.589723
"101",Mouvement de terrain,"36033",Shawinigan,Très précise,,Menace faible ou non-existante à la vie ou la propriété,2021-07-12,,Oui,En cours depuis la dernière année,2021-07-26,-72.753329,46.52684
"101",Mouvement de terrain,"36033",Shawinigan,Très précise,,Menace possible à la vie ou à la propriété,2021-07-15,,,,2021-07-26,-72.752815,46.526648
"101",Mouvement de terrain,"36033",Shawinigan,Très précise,,Menace faible ou non-existante à la vie ou la propriété,2021-07-26,2021-07-25,Non,,2021-08-18,-72.755131,46.5592
"101",Mouvement de terrain,"36033",Shawinigan,Très précise,,Menace faible ou non-existante à la vie ou la propriété,2021-03-29,,Oui,,2021-08-18,-72.75818,46.482669
"101",Mouvement de terrain,"36033",Shawinigan,Très précise,,Menace faible ou non-existante à la vie ou la propriété,2021-10-24,2021-10-24,Non,,2021-12-29,-72.754155,46.526912
"101",Mouvement de terrain,"36033",Shawinigan,Très précise,,Gravité inconnue,2021-10-24,,Oui,,2021-12-29,-72.753675,46.526876
"101",Mouvement de terrain,"36033",Shawinigan,Très précise,,Menace possible à la vie ou à la propriété,2022-04-18,2022-04-18,Non,,2022-06-21,-72.69964,46.590199
"8",Inondation,"36033",Shawinigan,Imprécise,,Menace faible ou non-existante à la vie ou la propriété,2022-05-17,,,,,-72.74579,46.569769
"8",Inondation,"12045",Notre-Dame-des-Sept-Douleurs,Imprécise,,Menace faible ou non-existante à la vie ou la propriété,2020-05-04,,,,2020-10-29,-69.455711,48.009361
"138",Orage violent,"62007",Saint-Félix-de-Valois,Imprécise,,Menace faible ou non-existante à la vie ou la propriété,2022-05-21,2022-05-21,Non,,2022-06-08,-73.437963,46.163767
"8",Inondation,"62007",Saint-Félix-de-Valois,Précise,,Menace faible ou non-existante à la vie ou la propriété,2020-12-25,2020-12-25,Non,,2021-05-14,-73.45,46.140277
"8",Inondation,"62007",Saint-Félix-de-Valois,Imprécise,,Menace faible ou non-existante à la vie ou la propriété,2021-03-27,2021-03-27,Non,,2021-10-26,-73.437963,46.163767
"138",Orage violent,"75045",Saint-Hippolyte,Imprécise,,Menace faible ou non-existante à la vie ou la propriété,2022-05-22,,,,2022-06-08,-74.024788,45.931499
"156",Accident de voiture,"58033",Boucherville,Imprécise,,Menace faible ou non-existante à la vie ou la propriété,2022-01-17,2022-01-17,Non,,2022-01-18,-73.453629,45.604183
"25",Panne d'électricité,"84055",Otter Lake,Imprécise,,Menace faible ou non-existante à la vie ou la propriété,2021-12-13,2021-12-11,Non,,2022-02-23,-76.43251,45.847637
"39",Feu de forêt,"14070",Saint-Pacôme,Imprécise,,Menace faible ou non-existante à la vie ou la propriété,2020-06-20,2020-06-20,Non,,2020-10-29,-69.94394,47.411478
"9",Érosion,"18050",Montmagny,Très précise,,Menace faible ou non-existante à la vie ou la propriété,2020-04-21,2020-04-10,Non,,2022-01-17,-70.556906,46.989594
"9",Érosion,"18050",Montmagny,Très précise,,Menace faible ou non-existante à la vie ou la propriété,2020-04-21,2020-04-10,Non,,2022-01-17,-70.556118,46.989684
"9",Érosion,"18050",Montmagny,Très précise,,Menace faible ou non-existante à la vie ou la propriété,2020-04-21,2020-04-10,Non,,2022-01-17,-70.556446,46.989684
"9",Érosion,"18050",Montmagny,Très précise,,Menace faible ou non-existante à la vie ou la propriété,2020-04-21,2020-04-10,Non,,2022-01-17,-70.555066,46.989775
"9",Érosion,"18050",Montmagny,Très précise,,Menace faible ou non-existante à la vie ou la propriété,2020-04-21,2020-04-10,Non,,2022-01-17,-70.554606,46.989775
"9",Érosion,"18050",Montmagny,Très précise,,Menace faible ou non-existante à la vie ou la propriété,2020-04-21,2020-04-10,Non,,2022-01-17,-70.555789,46.989729
"9",Érosion,"18050",Montmagny,Très précise,,Menace faible ou non-existante à la vie ou la propriété,2020-04-21,2020-04-10,Non,,2022-01-17,-70.555395,46.989775
"174",Panne de télécommunication,"98030",Aguanish,Imprécise,,Menace possible à la vie ou à la propriété,2021-07-20,2021-07-20,Non,,2021-07-22,-62.112006,50.227736
"101",Mouvement de terrain,"82020",Cantley,Très précise,,Menace faible ou non-existante à la vie ou la propriété,2020-08-17,,Oui,printemps-été 2020,2020-12-07,-75.794525,45.54653
"101",Mouvement de terrain,"82020",Cantley,Très précise,Affaissement de sol,Menace faible ou non-existante à la vie ou la propriété,2020-07-17,,Oui,,2020-12-07,-75.760762,45.55431
"25",Panne d'électricité,"82020",Cantley,Imprécise,,Menace possible à la vie ou à la propriété,2022-05-21,2022-05-21,Non,,2022-06-09,-75.782692,45.549999
"9",Érosion,"19117",Saint-Vallier,Très précise,,Menace faible ou non-existante à la vie ou la propriété,2020-04-23,2020-04-10,Non,,2022-01-17,-70.84245,46.884236
"9",Érosion,"19117",Saint-Vallier,Très précise,,Menace faible ou non-existante à la vie ou la propriété,2020-04-23,2020-04-10,Non,,2022-01-17,-70.840912,46.884256
"138",Orage violent,"76055",Grenville,Imprécise,,Menace faible ou non-existante à la vie ou la propriété,2022-05-22,2022-05-21,Non,,2022-06-08,-74.600475,45.632358
"111",Effondrement de structure,"76055",Grenville,Très précise,coordonnées : Latitude 219376.278  Longitude : -5053928.305,Menace faible ou non-existante à la vie ou la propriété,2021-04-13,2021-04-10,Non,,2021-04-27,-74.606606,45.627012
"39",Feu de forêt,"14055",Saint-Denis-De La Bouteillerie,Imprécise,,Menace faible ou non-existante à la vie ou la propriété,2020-06-19,2020-06-19,Non,,2020-10-29,-69.938147,47.502551
"39",Feu de forêt,"14055",Saint-Denis-De La Bouteillerie,Précise,,Gravité inconnue,2021-06-07,2021-06-07,Non,,2021-10-28,-69.937661,47.524049
"8",Inondation,"14055",Saint-Denis-De La Bouteillerie,Imprécise,,Menace faible ou non-existante à la vie ou la propriété,2020-04-14,2020-04-10,Non,,2020-10-29,-69.938147,47.502551
"138",Orage violent,"77060",Wentworth-Nord,Imprécise,,Menace possible à la vie ou à la propriété,2022-05-22,2022-05-22,Non,,2022-06-08,-74.457153,45.849243
"8",Inondation,"77060",Wentworth-Nord,Précise,,Menace faible ou non-existante à la vie ou la propriété,2022-06-23,2022-06-23,Non,,2022-06-28,-74.337008,45.866828
"101",Mouvement de terrain,"72010",Deux-Montagnes,Très précise,Glissement de terrain,Menace faible ou non-existante à la vie ou la propriété,2021-06-21,,Oui,Le tout a débuté depuis 2018 environ,2021-12-07,-73.904935,45.550809
"8",Inondation,"72010",Deux-Montagnes,Imprécise,,Menace faible ou non-existante à la vie ou la propriété,2021-03-27,2021-03-27,Non,,2021-10-26,-73.907393,45.544734
"158",Fermeture de route,"22020",Shannon,Imprécise,,Menace faible ou non-existante à la vie ou la propriété,2020-12-25,2020-12-25,Non,,2021-03-26,-71.528924,46.895032
"154",Fermeture de pont,"22020",Shannon,Très précise,,Menace faible ou non-existante à la vie ou la propriété,2021-01-18,2021-01-18,Non,,2021-02-03,-71.52515,46.893255
"101",Mouvement de terrain,"22020",Shannon,Très précise,,Menace possible à la vie ou à la propriété,2021-06-28,2021-06-28,Non,,2021-11-30,-71.524291,46.892736
"8",Inondation,"22020",Shannon,Imprécise,,Menace faible ou non-existante à la vie ou la propriété,2022-05-17,2022-05-27,Non,,,-71.528924,46.895032
"101",Mouvement de terrain,"59035",Contrecoeur,Très précise,,Menace faible ou non-existante à la vie ou la propriété,2021-04-09,2021-03-29,Oui,La propriétaire indique que le mouvement de terrain aurait eu lieu au courant de la semaine dernière.,2021-10-15,-73.21559,45.883289
"8",Inondation,"57010",Carignan,Imprécise,,Menace faible ou non-existante à la vie ou la propriété,2022-03-18,2022-03-03,Non,,2022-04-12,-73.36952,45.432109
"101",Mouvement de terrain,"85030",Duhamel-Ouest,Très précise,,Menace faible ou non-existante à la vie ou la propriété,2021-10-04,2020-11-16,Oui," Des citoyens avaient déclaré le glissement en novembre 2020 à la municipalité, sans conséquence.  Cette année, il semblerait que l'événement ait évolué.",2022-02-14,-79.451904,47.316025
"8",Inondation,"19025",Saint-Malachie,Précise,,Menace faible ou non-existante à la vie ou la propriété,2022-02-18,2022-02-18,Non,,2022-06-03,-70.731638,46.499974
"138",Orage violent,"78075",Brébeuf,Imprécise,,Menace faible ou non-existante à la vie ou la propriété,2022-05-25,2022-05-21,Non,,2022-06-08,-74.669301,46.072304
"8",Inondation,"69017",Saint-Chrysostome,Imprécise,,Menace possible à la vie ou à la propriété,2022-03-18,2022-03-18,Non,,2022-04-12,-73.757619,45.101266
"8",Inondation,"92040",Normandin,Précise,,Menace possible à la vie ou à la propriété,2022-05-18,2022-05-18,Non,,2022-05-30,-72.654683,48.807297
"92",Débordement de barrage,"78130",La Minerve,Précise,,Menace possible à la vie ou à la propriété,2022-06-23,2022-06-23,Non,,2022-06-30,-74.929084,46.243715
"174",Panne de télécommunication,"90012",La Tuque,Imprécise,,Menace faible ou non-existante à la vie ou la propriété,2021-09-13,2021-09-13,Non,,2021-10-18,-72.788285,47.437909
"174",Panne de télécommunication,"90012",La Tuque,Imprécise,,Menace faible ou non-existante à la vie ou la propriété,2021-02-05,2021-02-04,Non,,2021-03-12,-72.788285,47.437909
"138",Orage violent,"90012",La Tuque,Imprécise,,Menace faible ou non-existante à la vie ou la propriété,2020-07-11,,,,2020-12-09,-72.788285,47.437909
"25",Panne d'électricité,"90012",La Tuque,Imprécise,,Menace faible ou non-existante à la vie ou la propriété,2020-07-18,2020-07-18,Non,,2020-11-26,-72.788285,47.437909
"9",Érosion,"90012",La Tuque,Très précise,,Menace faible ou non-existante à la vie ou la propriété,2022-06-30,2022-06-27,Non,,,-72.738142,47.590312
"8",Inondation,"90012",La Tuque,Imprécise,,Menace faible ou non-existante à la vie ou la propriété,2022-05-17,,,,,-72.788285,47.437909
"8",Inondation,"03020",Grande-Vallée,Précise,,Menace faible ou non-existante à la vie ou la propriété,2022-05-13,2022-05-13,Non,,2022-06-15,-65.139518,49.212994
"8",Inondation,"03020",Grande-Vallée,Imprécise,,Menace faible ou non-existante à la vie ou la propriété,2021-09-03,2021-09-03,Non,,2021-10-18,-65.130268,49.224839
"101",Mouvement de terrain,"15035",Clermont,Très précise,,Menace possible à la vie ou à la propriété,2022-07-04,,Oui,Dans la semaine du 27 juin,2022-07-13,-70.250188,47.706162
"8",Inondation,"15035",Clermont,Précise,,Gravité inconnue,2020-12-26,2020-12-26,Non,,2021-03-26,-70.2524,47.710955
"138",Orage violent,"78120",Labelle,Imprécise,,Menace faible ou non-existante à la vie ou la propriété,2022-07-05,2022-07-01,Non,,,-74.731007,46.277129
"39",Feu de forêt,"78120",Labelle,Imprécise,,Menace faible ou non-existante à la vie ou la propriété,2022-05-10,2022-05-10,Non,,2022-05-18,-74.731007,46.277129
"10",Matières dangereuses,"78120",Labelle,Imprécise,,Menace faible ou non-existante à la vie ou la propriété,2022-05-24,2022-05-24,Non,,2022-05-27,-74.731007,46.277129
"8",Inondation,"78120",Labelle,Imprécise,,Menace faible ou non-existante à la vie ou la propriété,2021-06-30,2021-06-30,Non,,2022-02-23,-74.731007,46.277129
"8",Inondation,"78120",Labelle,Imprécise,,Menace faible ou non-existante à la vie ou la propriété,2022-06-23,2022-06-22,Non,,2022-07-25,-74.731007,46.277129
"101",Mouvement de terrain,"51040",Sainte-Ursule,Très précise,,Menace faible ou non-existante à la vie ou la propriété,2022-06-14,2022-06-13,Non,,,-72.994293,46.278057
"174",Panne de télécommunication,"99095",Kuujjuaq,Imprécise,,Menace faible ou non-existante à la vie ou la propriété,2022-06-03,2022-06-03,Non,,2022-06-09,-68.402435,58.108986
"39",Feu de forêt,"99095",Kuujjuaq,Précise,,Menace faible ou non-existante à la vie ou la propriété,2022-06-16,2022-06-15,Non,,2022-06-20,-68.197156,57.858565
"8",Inondation,"51090",Saint-Étienne-des-Grès,Précise,,Menace faible ou non-existante à la vie ou la propriété,2022-05-19,2022-05-19,Non,,,-72.772145,46.469749
"88",Incendie industriel,"27028",Beauceville,Très précise,Feu à l'entreprise,Menace possible à la vie ou à la propriété,2021-09-20,2021-09-20,Non,,2021-09-28,-70.78315,46.213678
"9",Érosion,"27028",Beauceville,Très précise,Érosion,Menace faible ou non-existante à la vie ou la propriété,2020-07-22,,Oui,,2020-12-11,-70.782988,46.270495
"39",Feu de forêt,"14065",Rivière-Ouelle,Précise,,Menace faible ou non-existante à la vie ou la propriété,2020-06-19,2020-06-19,Non,,2020-10-29,-69.934217,47.459562
"8",Inondation,"14065",Rivière-Ouelle,Imprécise,,Menace faible ou non-existante à la vie ou la propriété,2020-04-14,,,,2020-10-29,-70.01374,47.4331
"138",Orage violent,"61045",Notre-Dame-de-Lourdes,Imprécise,,Menace faible ou non-existante à la vie ou la propriété,2022-05-22,,,,2022-06-08,-73.419239,46.096756
"101",Mouvement de terrain,"61045",Notre-Dame-de-Lourdes,Très précise,Glissement de terrain,Menace possible à la vie ou à la propriété,2020-04-14,2020-04-14,Non,,2021-11-11,-73.512776,46.084689
"101",Mouvement de terrain,"61045",Notre-Dame-de-Lourdes,Très précise,Glissement de terrain,Menace possible à la vie ou à la propriété,2020-04-14,2020-04-14,Non,,2021-11-11,-73.490474,46.103904
"101",Mouvement de terrain,"61045",Notre-Dame-de-Lourdes,Très précise,Glissement de terrain dans le talus,Menace faible ou non-existante à la vie ou la propriété,2022-06-07,2022-06-05,Non,,,-73.501478,46.085371
"8",Inondation,"61045",Notre-Dame-de-Lourdes,Imprécise,,Menace faible ou non-existante à la vie ou la propriété,2021-06-30,2021-06-30,Non,,2022-02-23,-73.419239,46.096756
"8",Inondation,"61045",Notre-Dame-de-Lourdes,Précise,,Menace possible à la vie ou à la propriété,2021-03-27,2021-03-26,Non,,2021-10-26,-73.479877,46.114038
"138",Orage violent,"62025",Saint-Alphonse-Rodriguez,Imprécise,,Menace faible ou non-existante à la vie ou la propriété,2022-05-21,2022-05-21,Non,,2022-06-08,-73.692415,46.183412
"25",Panne d'électricité,"56035",Saint-Paul-de-l'Île-aux-Noix,Imprécise,,Menace faible ou non-existante à la vie ou la propriété,2021-12-12,2021-12-11,Non,,2022-02-23,-73.267572,45.1367
"101",Mouvement de terrain,"83070",Déléage,Très précise,,Menace importante à la vie ou à la propriété,2021-04-29,,,,2022-02-23,-75.958951,46.408212
"9",Érosion,"83070",Déléage,Très précise,,Menace faible ou non-existante à la vie ou la propriété,2021-08-19,,Oui,,2022-03-09,-75.955788,46.35605
"9",Érosion,"83070",Déléage,Très précise,,Menace possible à la vie ou à la propriété,2022-04-20,,Oui,,2022-07-21,-75.955788,46.35605
"9",Érosion,"83070",Déléage,Très précise,,Menace faible ou non-existante à la vie ou la propriété,2022-04-20,,Oui,,2022-07-21,-75.954336,46.357625
"8",Inondation,"83070",Déléage,Imprécise,,Menace faible ou non-existante à la vie ou la propriété,2022-05-25,2022-05-25,Non,,2022-07-20,-75.917915,46.381001
"8",Inondation,"04902",Mont-Albert,Précise,,Menace possible à la vie ou à la propriété,2020-12-02,2020-12-02,Non,,2021-04-19,-66.494883,49.068526
"8",Inondation,"04902",Mont-Albert,Précise,,Menace faible ou non-existante à la vie ou la propriété,2022-05-18,2022-05-17,Non,,2022-06-15,-66.492105,49.06515
"248",Alimentation publique en eau potable,"93055",Labrecque,Imprécise,,Menace faible ou non-existante à la vie ou la propriété,2021-12-17,2021-12-15,Non,,2021-12-29,-71.524551,48.668596
"158",Fermeture de route,"94930",Mont-Valin,Imprécise,,Menace faible ou non-existante à la vie ou la propriété,2022-05-27,2022-05-27,Non,,2022-07-13,-70.652058,50.529647
"39",Feu de forêt,"94930",Mont-Valin,Précise,,Menace possible à la vie ou à la propriété,2021-06-07,2021-06-07,Non,,2021-08-16,-70.460112,48.913524
"39",Feu de forêt,"94930",Mont-Valin,Imprécise,,Menace possible à la vie ou à la propriété,2021-06-10,2021-06-08,Non,,2021-08-16,-70.652058,50.529647
"112",Risque de gaz toxiques,"88055",Amos,Très précise,,Menace possible à la vie ou à la propriété,2020-09-22,2020-09-22,Non,,2020-09-24,-78.12629,48.574402
"110",Risque d'explosion,"70022",Beauharnois,Très précise,,Menace possible à la vie ou à la propriété,2022-05-06,2022-05-06,Non,,2022-05-06,-73.87865,45.314225
"248",Alimentation publique en eau potable,"52080",Saint-Gabriel,Imprécise,,Menace faible ou non-existante à la vie ou la propriété,2021-04-07,2021-04-07,Non,,2021-04-27,-73.385246,46.293758
"138",Orage violent,"52080",Saint-Gabriel,Imprécise,,Menace faible ou non-existante à la vie ou la propriété,2022-05-25,2022-05-21,Non,,2022-06-08,-73.385246,46.293758
"174",Panne de télécommunication,"79105",Lac-Saint-Paul,Imprécise,,Menace faible ou non-existante à la vie ou la propriété,2020-10-29,2020-10-29,Non,,2020-12-11,-75.309476,46.73195
"138",Orage violent,"77035",Sainte-Anne-des-Lacs,Imprécise,,Menace faible ou non-existante à la vie ou la propriété,2022-05-24,2022-05-21,Non,,2022-06-08,-74.137373,45.853234
"101",Mouvement de terrain,"77035",Sainte-Anne-des-Lacs,Très précise,,Menace faible ou non-existante à la vie ou la propriété,2021-04-18,2021-04-17,Oui,,2021-08-19,-74.103224,45.887388
"101",Mouvement de terrain,"77035",Sainte-Anne-des-Lacs,Très précise,,Menace importante à la vie ou à la propriété,2021-04-17,2021-04-17,Non,,2021-08-19,-74.103442,45.886823
"101",Mouvement de terrain,"16013",Baie-Saint-Paul,Très précise,940-942 Mgr-de-Laval,Menace faible ou non-existante à la vie ou la propriété,2021-06-09,,Oui,,2021-10-28,-70.519556,47.439717
"101",Mouvement de terrain,"16013",Baie-Saint-Paul,Très précise,"950 Mgr-de-Laval, Baie-Saint-Paul",Menace faible ou non-existante à la vie ou la propriété,2021-07-12,,Oui,,2021-10-28,-70.518682,47.440257
"101",Mouvement de terrain,"16013",Baie-Saint-Paul,Très précise,,Menace faible ou non-existante à la vie ou la propriété,2021-06-22,,Oui,Affaissement d'une première section du mur de soutènement en septembre 2015. Affaissement de 3 autres parties du mur de soutènement entre 2016 et 2021.,2021-06-29,-70.508948,47.446353
"101",Mouvement de terrain,"16013",Baie-Saint-Paul,Très précise,mur de soutènement qui menace de s’affaisser,Gravité inconnue,2021-06-22,,Oui,Problématique existante depuis plusieurs années,2021-11-24,-70.506137,47.442326
"101",Mouvement de terrain,"16013",Baie-Saint-Paul,Très précise,"948 Mgr-de-Laval, Baie-Saint-Paul",Menace faible ou non-existante à la vie ou la propriété,2021-07-12,,Oui,,2021-10-28,-70.518894,47.440068
"101",Mouvement de terrain,"16013",Baie-Saint-Paul,Très précise,Glissement de terrain,Menace faible ou non-existante à la vie ou la propriété,2021-06-29,,Oui,,2021-10-28,-70.519185,47.439924
"8",Inondation,"16013",Baie-Saint-Paul,Imprécise,,Menace faible ou non-existante à la vie ou la propriété,2020-08-05,2020-08-05,Non,,2021-01-07,-70.508813,47.439529
"138",Orage violent,"78015",Lantier,Imprécise,,Menace faible ou non-existante à la vie ou la propriété,2022-05-24,2022-05-21,Non,,2022-06-08,-74.251266,46.148415
"8",Inondation,"78015",Lantier,Imprécise,,Menace faible ou non-existante à la vie ou la propriété,2021-06-30,2021-06-30,Non,,2022-02-23,-74.251266,46.148415
"138",Orage violent,"62015",Saint-Jean-de-Matha,Imprécise,,Menace faible ou non-existante à la vie ou la propriété,2022-05-22,,,,2022-06-08,-73.529799,46.225812
"8",Inondation,"21010",Saint-Ferréol-les-Neiges,Imprécise,,Menace faible ou non-existante à la vie ou la propriété,2020-12-26,2020-12-25,Non,,2021-03-26,-70.890164,47.086132
"8",Inondation,"71070",Pincourt,Précise,,Menace faible ou non-existante à la vie ou la propriété,2021-03-27,2021-03-27,Non,,2021-10-15,-73.993766,45.361322
"112",Risque de gaz toxiques,"60013",Repentigny,Très précise,Émanations toxiques dans une école primaire,Menace faible ou non-existante à la vie ou la propriété,2021-03-16,2021-03-16,Non,,2021-03-23,-73.428617,45.774438
"101",Mouvement de terrain,"60013",Repentigny,Très précise,,Menace faible ou non-existante à la vie ou la propriété,2021-04-29,2021-04-21,Non,,2022-03-21,-73.481431,45.731306
"10",Matières dangereuses,"60013",Repentigny,Très précise,,Menace possible à la vie ou à la propriété,2021-09-10,,,,2021-09-15,-73.416534,45.792592
"25",Panne d'électricité,"09077",Mont-Joli,Imprécise,,Menace faible ou non-existante à la vie ou la propriété,2021-04-23,2021-04-23,Non,,2021-04-26,-68.192937,48.591149
"25",Panne d'électricité,"80095",Lac-Simon,Imprécise,,Menace faible ou non-existante à la vie ou la propriété,2022-05-23,2022-05-21,Non,,,-75.088106,45.917977
"0",Autre,"80095",Lac-Simon,Imprécise,,Gravité inconnue,2021-06-15,,,,2021-08-09,-75.088106,45.917977
"8",Inondation,"22025",Saint-Gabriel-de-Valcartier,Imprécise,,Menace faible ou non-existante à la vie ou la propriété,2020-12-26,2020-12-26,Non,,2021-03-26,-71.498599,46.985949
"158",Fermeture de route,"98050",Rivière-Saint-Jean,Imprécise,,Menace faible ou non-existante à la vie ou la propriété,2020-03-13,,,,2020-11-17,-64.327103,50.295672
"25",Panne d'électricité,"98050",Rivière-Saint-Jean,Imprécise,,Menace possible à la vie ou à la propriété,2020-06-03,2020-06-03,Non,,2020-09-22,-64.327103,50.295672
"9",Érosion,"98050",Rivière-Saint-Jean,Très précise,,Menace faible ou non-existante à la vie ou la propriété,2020-11-02,,,,2021-10-13,-64.337795,50.2896
"101",Mouvement de terrain,"92022",Dolbeau-Mistassini,Très précise,,Menace faible ou non-existante à la vie ou la propriété,2021-04-20,,Oui,Printemps 2021,2021-10-12,-72.202894,48.896169
"101",Mouvement de terrain,"50035",Saint-Célestin,Très précise,Glissement,Menace faible ou non-existante à la vie ou la propriété,2021-04-06,,Oui,Printemps 2021,2021-08-18,-72.391327,46.245631
"101",Mouvement de terrain,"50035",Saint-Célestin,Très précise,,Menace faible ou non-existante à la vie ou la propriété,2022-07-21,,Oui,Printemps ou début de l'été 2022,,-72.362958,46.254744
"101",Mouvement de terrain,"94235",Saint-Fulgence,Très précise,,Menace faible ou non-existante à la vie ou la propriété,2022-06-16,2022-06-16,Non,,,-70.924117,48.45729
"101",Mouvement de terrain,"94235",Saint-Fulgence,Très précise,Signalement instabilité du sol,Menace faible ou non-existante à la vie ou la propriété,2022-06-17,2022-06-13,Non,,,-70.904743,48.450508
"101",Mouvement de terrain,"94235",Saint-Fulgence,Très précise,,Menace possible à la vie ou à la propriété,2022-06-14,2022-06-14,Non,,,-70.887724,48.44657
"101",Mouvement de terrain,"94235",Saint-Fulgence,Très précise,,Menace possible à la vie ou à la propriété,2022-06-13,2022-06-13,Non,,,-70.901678,48.448798
"101",Mouvement de terrain,"94235",Saint-Fulgence,Très précise,,Menace possible à la vie ou à la propriété,2022-06-14,2022-06-13,Non,,,-70.905249,48.450498
"101",Mouvement de terrain,"18060",Saint-François-de-la-Rivière-du-Sud,Très précise,Entreprise Garant,Menace possible à la vie ou à la propriété,2020-12-02,2019-10-31,Non,,2021-02-09,-70.706266,46.887827
"101",Mouvement de terrain,"96030",Pointe-aux-Outardes,Très précise,,Menace possible à la vie ou à la propriété,2020-04-14,2020-04-08,Oui,Glissement constaté par la propriétaire le 8 avril 2020,2020-09-22,-68.325608,49.089322
"10",Matières dangereuses,"17078",L'Islet,Très précise,,Gravité inconnue,2021-10-20,2021-10-20,Non,,2021-10-20,-70.357947,47.1045
"9",Érosion,"17078",L'Islet,Très précise,,Menace faible ou non-existante à la vie ou la propriété,2020-05-26,2020-04-10,Non,,2022-01-17,-70.391182,47.110336
"9",Érosion,"17078",L'Islet,Très précise,,Menace faible ou non-existante à la vie ou la propriété,2020-05-11,2020-04-10,Non,,2022-01-17,-70.409754,47.09669
"9",Érosion,"17078",L'Islet,Très précise,,Menace faible ou non-existante à la vie ou la propriété,2020-05-11,2020-04-10,Non,,2022-01-17,-70.336192,47.150503
"9",Érosion,"17078",L'Islet,Très précise,,Menace faible ou non-existante à la vie ou la propriété,2020-05-11,2020-04-10,Non,,2022-01-17,-70.335801,47.150783
"9",Érosion,"17078",L'Islet,Très précise,,Menace faible ou non-existante à la vie ou la propriété,2020-04-15,2020-04-10,Non,,2022-01-17,-70.329611,47.15499
"9",Érosion,"17078",L'Islet,Très précise,,Menace faible ou non-existante à la vie ou la propriété,2020-04-15,2020-04-10,Non,,2022-01-17,-70.329043,47.155505
"9",Érosion,"17078",L'Islet,Très précise,,Menace faible ou non-existante à la vie ou la propriété,2020-04-15,2020-04-10,Non,,2022-01-17,-70.328726,47.155698
"8",Inondation,"61050",Sainte-Mélanie,Précise,,Menace faible ou non-existante à la vie ou la propriété,2021-03-27,2021-03-27,Non,,2021-10-26,-73.441415,46.126386
"0",Autre,"61050",Sainte-Mélanie,Précise,,Menace faible ou non-existante à la vie ou la propriété,2021-05-10,,Oui,"Selon Patricia Plante (MELCC, secteur hydrique), le déversement se serait produit à l'automne 2020.",2022-02-23,-73.493908,46.136343
"0",Autre,"46080",Cowansville,Précise,,Menace possible à la vie ou à la propriété,2020-11-24,2020-11-24,Non,,2021-04-19,-72.772443,45.207064
"0",Autre,"46080",Cowansville,Imprécise,,Menace possible à la vie ou à la propriété,2021-06-21,2021-06-21,Non,,2022-02-23,-72.738808,45.203909
"8",Inondation,"41117",Dudswell,Imprécise,,Menace faible ou non-existante à la vie ou la propriété,2021-03-12,2021-03-12,Non,,2021-10-15,-71.588334,45.629369
"9",Érosion,"02028",Chandler,Très précise,,Menace faible ou non-existante à la vie ou la propriété,2021-02-05,2021-02-03,Non,,2021-05-04,-64.689619,48.331714
"9",Érosion,"02028",Chandler,Très précise,,Menace faible ou non-existante à la vie ou la propriété,2021-02-05,2021-02-02,Non,,2021-05-04,-64.689788,48.331569
"9",Érosion,"02028",Chandler,Très précise,,Menace faible ou non-existante à la vie ou la propriété,2021-02-05,2021-02-02,Non,,2021-05-04,-64.689957,48.331436
"8",Inondation,"02028",Chandler,Précise,,Menace faible ou non-existante à la vie ou la propriété,2020-12-02,2020-12-02,Non,,2021-04-19,-64.705052,48.344276
"8",Inondation,"02028",Chandler,Précise,,Menace faible ou non-existante à la vie ou la propriété,2021-03-31,2021-03-31,Non,,2021-05-07,-64.736119,48.27191
"158",Fermeture de route,"83095",Grand-Remous,Imprécise,,Menace faible ou non-existante à la vie ou la propriété,2021-05-20,2021-05-14,Non,,2021-06-03,-75.903359,46.615824
"8",Inondation,"83095",Grand-Remous,Imprécise,,Menace faible ou non-existante à la vie ou la propriété,2022-05-27,2022-05-27,Non,,2022-07-20,-75.903359,46.615824
"138",Orage violent,"75005",Saint-Colomban,Imprécise,,Menace faible ou non-existante à la vie ou la propriété,2022-05-25,2022-05-21,Non,,2022-06-08,-74.1363,45.738686
"39",Feu de forêt,"14085",La Pocatière,Imprécise,,Menace faible ou non-existante à la vie ou la propriété,2020-06-19,2020-06-19,Non,,2020-10-29,-70.029224,47.36295
"8",Inondation,"14085",La Pocatière,Imprécise,,Menace faible ou non-existante à la vie ou la propriété,2022-04-14,2022-04-14,Non,,2022-05-30,-70.029224,47.36295
"138",Orage violent,"76020",Lachute,Imprécise,,Menace faible ou non-existante à la vie ou la propriété,2022-05-21,2022-05-21,Non,,2022-06-17,-74.343121,45.650337
